15400100895901,COL JOSE AQUILINO DURAN,A,URBANA,EDUCACIÓN TRADICIONAL,154001008959
15400100473203,ESC URB  SANTA ISABEL DE HUNGRIA,A,URBANA,EDUCACIÓN TRADICIONAL,154001004732
15400100815101,COL SANTO ANGEL,A,URBANA,EDUCACIÓN TRADICIONAL,154001008151
15400100772303,CENT DOC NSTRA SRA DE BELEN NO 21,A,URBANA,EDUCACIÓN TRADICIONAL,154001007723
15400100213601,COL FRANCISCO JOSE DE CALDAS,A,URBANA,EDUCACIÓN TRADICIONAL,154001002136
15400100164402,ESC URB DE NIÑAS NO 13 NSTRA SRA DE LOURDES,A,URBANA,EDUCACIÓN TRADICIONAL,154001001644
15400100922001,I.E. PADRE MANUEL BRICEÑO JAUREGUI - SEDE PRINCIPAL,A,URBANA,EDUCACIÓN TRADICIONAL,154001009220
15400100472403,ESC  NSTRA SRA DE FATIMA,A,URBANA,EDUCACIÓN TRADICIONAL,154001004724
15400100001002,ESC URB  PILOTO NO 17 REPUBLICA DE VENEZUELA,A,URBANA,EDUCACIÓN TRADICIONAL,154001000010
15400100078807,ESC RURAL INTEGD BOCONO,A,URBANA,EDUCACIÓN TRADICIONAL,154001000788
15400100585204,ESC URB CLUB DE LEONES VALLE ESTHER,A,URBANA,EDUCACIÓN TRADICIONAL,154001005852
15400100640901,COL BUENOS AIRES,A,URBANA,EDUCACIÓN TRADICIONAL,154001006409
15400100946703,CENT DOC LUIS CARLOS GALAN SARMIENTO NO 2,A,URBANA,EDUCACIÓN TRADICIONAL,154001009467
15400100637901,I.E. CRISTO OBRERO - SEDE PRINCIPAL,A,URBANA,EDUCACIÓN TRADICIONAL,154001006379
15400100827401,COL PABLO NERUDA,A,URBANA,EDUCACIÓN TRADICIONAL,154001008274
15400100827403,ESC URB INTEGD GABRIELA MISTRAL,A,URBANA,EDUCACIÓN TRADICIONAL,154001008274
15400100246204,SEDE CUATRO SIMON BOLIVAR,A,URBANA,EDUCACIÓN TRADICIONAL,154001002462
15400100377903,ESC URB NO 30 ANTONIO MARIA CLARET,A,URBANA,EDUCACIÓN TRADICIONAL,154001003779
15400100946702,CENT EDUC VIRGILIO BARCO,A,URBANA,EDUCACIÓN TRADICIONAL,154001009467
15400100473201,COL CARLOS PEREZ ESCALANTE,A,URBANA,EDUCACIÓN TRADICIONAL,154001004732
15400100473202,ESC URB  MARCO FIDEL SUAREZ NO 9,A,URBANA,EDUCACIÓN TRADICIONAL,154001004732
15400100007902,ESC URB CIUDAD JARDIN NO 42,A,URBANA,EDUCACIÓN TRADICIONAL,154001000079
15400100895903,ESC URB MIX  NO 24 LAS ANGUSTIAS,A,URBANA,EDUCACIÓN TRADICIONAL,154001008959
15400100162803,INST EDUC COL JOSE PRUDENCIO PADILLA,A,URBANA,EDUCACIÓN TRADICIONAL,154001001628
15400100162804,ESC FRANCISCO DE PAULA ANDRADE NO 9,A,URBANA,EDUCACIÓN TRADICIONAL,154001001628
15400100471603,ESC URB LA CABRERA NO 45,A,URBANA,EDUCACIÓN TRADICIONAL,154001004716
15400100164401,COLEGIO ANTONIO NARIÑO,A,URBANA,EDUCACIÓN TRADICIONAL,154001001644
25400100332301,INST EDUC EL RODEO,A,URBANA,EDUCACIÓN TRADICIONAL,254001003323
15400100472401,INST TEC ALEJANDRO GUTIERREZ CALDERON,A,URBANA,EDUCACIÓN TRADICIONAL,154001004724
15400100093104,COL BAS GUAIMARAL NO 25,A,URBANA,EDUCACIÓN TRADICIONAL,154001000931
15400100901702,ESC URB INTEGD PANAMERICANA NO 53,A,URBANA,EDUCACIÓN TRADICIONAL,154001009017
15400100798701,COL  RAFAEL URIBE URIBE,A,URBANA,EDUCACIÓN TRADICIONAL,154001007987
15400100078803,CENT DOC EL ESCOBAL,A,URBANA,EDUCACIÓN TRADICIONAL,154001000788
25400100805808,CENT EDUC LA SABANA,A,RURAL,ESCUELA NUEVA,254001008058
15400100473204,ESC  URB NSTRA SRA DE CHIQUINQUIRA NO 61,A,URBANA,EDUCACIÓN TRADICIONAL,154001004732
35400101228901,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,A,RURAL,FLEXIBLE ESCUELA INTEGRAL,354001012289
15400100246201,COL  JULIO PEREZ FERRERO,A,URBANA,EDUCACIÓN TRADICIONAL,154001002462
15400100900902,ESC  DE NIÑAS NO 19,A,URBANA,EDUCACIÓN TRADICIONAL,154001009009
15400100472402,ESC URB SAN JUAN BOSCO NO 15,A,URBANA,EDUCACIÓN TRADICIONAL,154001004724
15400101044902,COL BAS MARIA GORETTI,A,URBANA,EDUCACIÓN TRADICIONAL,154001010449
25400100915110,CENT EDUC VIGILANCIA,A,RURAL,ESCUELA NUEVA,254001009151
15400100849501,COL MANUEL ANTONIO FERNANDEZ DE NOVOA,A,URBANA,EDUCACIÓN TRADICIONAL,154001008495
25400100805802,ESC RUR INTEGD SAN FAUSTINO,A,RURAL,EDUCACIÓN TRADICIONAL,254001008058
15400100093103,ESC DOMINGO SAVIO DOS MIL,A,URBANA,EDUCACIÓN TRADICIONAL,154001000931
15400100699901,COL MUNICIPAL GREMIOS UNIDOS,A,URBANA,EDUCACIÓN TRADICIONAL,154001006999
15400100227603,ESC URB PERPETUO SOCORRO NO 8,A,URBANA,EDUCACIÓN TRADICIONAL,154001002276
15400100900905,ESC URB  EL ROSAL,A,URBANA,EDUCACIÓN TRADICIONAL,154001009009
45400100671201,INST TEC BUENA ESPERANZA,A,RURAL,EDUCACIÓN TRADICIONAL,454001006712
15400100227602,ESC URB  NO 4 ESPIRITU SANTO,A,URBANA,EDUCACIÓN TRADICIONAL,154001002276
15400100779102,ESC URB SAN PABLO NO 19,A,URBANA,EDUCACIÓN TRADICIONAL,154001007791
15400100377904,COL CONCEJO DE CUCUTA,A,URBANA,EDUCACIÓN TRADICIONAL,154001003779
25400100281501,CENT EDUC PUERTO NUEVO,A,RURAL,ESCUELA NUEVA,254001002815
15400101044903,COL BAS SAN MATEO,A,URBANA,EDUCACIÓN TRADICIONAL,154001010449
15400100297704,INST LA ESPERANZA,A,URBANA,EDUCACIÓN TRADICIONAL,154001002977
15400101147002,CENT EDUC RUR LOS PERACOS,A,RURAL,EDUCACIÓN TRADICIONAL,154001011470
15400100007903,ESC URB MIGUEL MULLER,A,URBANA,EDUCACIÓN TRADICIONAL,154001000079
15400100794403,ESC URB ANCIZAR OCAMPO,A,URBANA,EDUCACIÓN TRADICIONAL,154001007944
25400100915102,CENT EDUC MONTEVERDE,A,RURAL,ESCUELA NUEVA,254001009151
15400100213602,CENT EDUC SAN PEDRO CLAVER,A,URBANA,EDUCACIÓN TRADICIONAL,154001002136
15400100472404,ESC CUNDINAMARCA NO 22,A,URBANA,EDUCACIÓN TRADICIONAL,154001004724
15400100078805,COL INTEG BOCONO,A,URBANA,EDUCACIÓN TRADICIONAL,154001000788
25400100375701,CENT EDUC AGUALASAL,A,RURAL,EDUCACIÓN TRADICIONAL,254001003757
15400100849502,ESC URB  REYES MANTILLA NO 14,A,URBANA,EDUCACIÓN TRADICIONAL,154001008495
25400100915114,CENT EDUC ESC RUR  PALMARITO,A,RURAL,ESCUELA NUEVA,254001009151
15400100798704,COL BAS HOMBRES NUEVOS,A,URBANA,EDUCACIÓN TRADICIONAL,154001007987
45400100671202,CENT EDUC LA ESPERANZA,A,RURAL,EDUCACIÓN TRADICIONAL,454001006712
15400100246202,ESC URB SAN MIGUEL NO 13,A,URBANA,EDUCACIÓN TRADICIONAL,154001002462
15400100093102,ESC MARIA OFELIA VILLAMIZAR BUITRAGO,A,URBANA,EDUCACIÓN TRADICIONAL,154001000931
15400100585203,ESC URB  GUILLERMO LEON VALENCIA NO 76,A,URBANA,EDUCACIÓN TRADICIONAL,154001005852
15400100901703,ESC GILMA CASADO DE VILA,A,URBANA,EDUCACIÓN TRADICIONAL,154001009017
15400100827404,ESC NO 6 LA GRUTA,A,URBANA,EDUCACIÓN TRADICIONAL,154001008274
25400100319604,CENT EDUC LA GRAN COLOMBIA,A,RURAL,ESCUELA NUEVA,254001003196
15400100377907,ESC URB LA PRIMAVERA MARIA AUXILIADORA,A,URBANA,EDUCACIÓN TRADICIONAL,154001003779
15400100162802,COL BAS ATANASIO GIRARDOT NO 34,A,URBANA,EDUCACIÓN TRADICIONAL,154001001628
45400100671206,CENT EDUC LONDRES,A,RURAL,ESCUELA NUEVA,454001006712
25400100408711,CENT EDUC CAMPO ALEGRE,A,RURAL,ESCUELA NUEVA,254001004087
15400100471604,ESC URB DE NINAS CRISTO REY,A,URBANA,EDUCACIÓN TRADICIONAL,154001004716
25400100915105,CENT EDUC EL AMPARO,A,RURAL,ESCUELA NUEVA,254001009151
15400100078806,ESC RAFAEL GARCIA HERREROS,A,URBANA,EDUCACIÓN TRADICIONAL,154001000788
15400100779104,ESC URB SAN VICENTE DE PAUL NO 18,A,URBANA,EDUCACIÓN TRADICIONAL,154001007791
25400100915101,INST TEC RAFAEL GARCIA HERREROS,A,RURAL,EDUCACIÓN TRADICIONAL,254001009151
15400100772305,ESC URB  RUDESINDO SOTO NO 49,A,URBANA,EDUCACIÓN TRADICIONAL,154001007723
25400100408714,COL BAS JAIME CARDENAS MONCADA,A,RURAL,ESCUELA NUEVA,254001004087
25400100915108,CENT EDUC BANCO DE ARENA,A,RURAL,EDUCACIÓN TRADICIONAL,254001009151
25400100915107,ESC RUR EL VEINTICINCO,A,RURAL,ESCUELA NUEVA,254001009151
25400100319605,CENT EDUC SAN AGUSTIN DE LOS POZOS,A,RURAL,ESCUELA NUEVA,254001003196
25400100281506,ESC RUR ALTO VIENTO,A,RURAL,ESCUELA NUEVA,254001002815
15400100779106,ESC URB JOSE EUSEBIO CARO NO 23,A,URBANA,EDUCACIÓN TRADICIONAL,154001007791
25400100408705,CENT EDUC LA TIGRA,A,RURAL,ESCUELA NUEVA,254001004087
25400100281505,ESC RUR LA ESPERANZA,A,RURAL,ESCUELA NUEVA,254001002815
25400100805812,ESC  RUR NUEVO PORVENIR,A,URBANA,ESCUELA NUEVA,254001008058
